N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30
-0.46901515755729883,-0.11882151333179085,1.1407911941973041,-1.1709218551320553,0.8022853398437655,-0.4984345097151056,-0.779658238403258,-2.2315499099353406,0.8939667697733227,-2.1675188383844644,0.18324428020537525,0.8438403123081744,-1.1361931445500955,0.16603152863372245,-1.362985867748066,1.7948523593347965,0.1892997585582874,-0.9162063844833594,2.0443253754908373,-0.5060556858158887,-0.39265210028970304,-0.48441851344509224,-1.1719861168380385,-0.4588884486482532,-1.1920980399873566,0.4531156292708058,1.7419963072249343,-0.7765449212702025,-1.697108938879837,1.138231228374845
-2.30768512214486,0.1899576600192336,2.4485643157282824,0.7182160574014285,-0.15375227401796968,-0.3511525193087195,-1.5315491442781703,0.21644605785019702,0.19286507241369974,-0.09548933999891532,-1.6179730650377424,0.17303044605325374,-1.0140097465767253,0.4745982233440988,-0.614448316330832,0.33202011139971904,0.4279568992293223,1.3360539835338887,-0.08716300715357002,-1.1911295609820212,0.6262592429657577,-0.5323270203481709,0.08500029082557542,0.3730314323143932,0.11193585868215142,-0.7070913518641357,-0.1469746084651745,0.0025404357549400052,-0.5192318482340335,-0.43749393795173364
1.4572335518261612,-1.8730112359167057,-1.2693969749174656,-1.1117634179122502,2.2219029349457773,-0.42898553517307075,0.6735031202317469,0.9783182705316817,-1.396086282020955,0.1563636844248888,-0.3044112295335699,-0.7298704999521473,1.3559074453200342,0.9203314342237554,-0.275324206694771,-0.3412903196238967,-0.19594333156900706,-0.07913436236779818,0.8997127376463339,0.2227130710401103,0.9671713566514936,-1.5590595605884514,1.4515029104185746,1.0746756316696084,0.8827324293967586,1.7326307348241676,1.126761203641679,0.6525109689511027,-1.011822149652827,1.3361601118843978
-0.2182275612344058,-0.28688039807290877,0.3788752904749898,-0.09013795942795226,0.33608089713727546,1.720494122348897,-1.7534287209633546,-0.7019317673792657,1.5042255846188815,0.4301866350861135,0.19478473451680722,-1.0624824889153632,-1.1982140901629714,0.1754251394933316,-2.6061673354457535,2.018206236916439,-0.6006678647906893,0.8859895281351515,-1.1116584234246534,2.1041696699235377,-0.10343209029620792,-0.5905904203502977,-1.3455521879446632,0.8854007032447925,1.252371275194882,1.9858976241141117,0.12806008486468834,-1.3039891527047058,1.3288648844756308,-1.1567069219742259
0.028309730461886146,0.6811164247800842,1.6309295644991917,-0.5263357981848479,1.5866900166581626,1.9536062582104035,0.20348403851081767,0.30726659273378565,1.2966011910616122,-0.9066350269519494,0.32861981314118355,0.31302956206249416,-0.7452710043979688,1.5648060862939328,-0.4763986638834457,0.739567585147185,-0.2759005398136171,-0.7895173745888523,-2.168765415418125,-0.41206653020932066,0.21516742697806887,-0.7590177602420114,0.24668678480108702,-1.534658791956786,0.19205940345052733,-0.6156452999847597,-1.0356207109693671,0.34164431681379537,0.9159113303905845,0.3184319992350264
0.019537095292002832,-1.3485889217455156,0.4735368324591647,1.9319357495244613,0.1944573872081525,-0.2917759064514549,-0.09641423958159104,0.46033841950763965,0.7733596057000268,-0.055931013548239976,-0.44263978634256684,-0.04372705067205335,-0.6137639763752133,2.6031433753781603,-1.3542689808695767,-1.3858299242163683,-0.3198774199443117,-0.02999908847423764,0.7991564850612192,0.09426333646285318,0.2847436791051715,-2.360411422773683,0.053442902406801905,-0.30825638424421564,-2.6166029543119347,-0.3842014564617968,-0.3220175742636645,1.1338703209077305,0.058672835010527925,0.6801919923348619
-0.05962212141348996,0.33725610050471094,-0.32936617286221376,-1.010821800584296,0.3108505193584135,1.5077787881181859,0.30549644325369407,0.09563213410459653,1.919828887951281,0.14701762875977048,0.33869194860462676,1.0754633208543642,-0.6832053923682191,0.38148402569546813,0.42741660731681286,-0.40282444374300536,2.4570233477870413,0.05490465279730516,0.5436867410076041,-1.752328608319338,0.7409432783181576,-0.04735913317093008,0.368912096043138,0.6636425569415746,-0.4031276352763915,-0.5476275872859095,-0.6711626049980153,0.7877476051864399,0.00948219410671743,0.12506710345489594
0.859337349318716,0.6230805792385551,-2.2089750306044764,-0.9546679310814175,-0.582268265922101,-1.418218397630189,-0.5461084740970261,1.3300491169528241,1.2808499136101665,-0.17687452560394717,-0.4865670736957747,-0.6700106031332486,0.2165633144137409,-0.33731561058866716,1.409143868205877,-0.2860643889511706,-1.0084187777998572,-0.8846226127141966,0.08687134520342928,1.836833533636486,-1.029440496764952,-0.9373550191844068,-0.16014253779497467,-0.4211627776953832,-0.4554029149392849,1.5657764502683558,0.12306314889368435,0.2770796586577092,1.3466616432824128,0.1655959047270546
-1.8588144899355432,0.488219267537563,0.2710041284274261,0.6681917128927513,1.4076121846650658,0.03340311554005739,0.36352614272472683,0.1603265841526178,-0.12008078841355752,0.1784807123076996,-0.43071239589268145,-0.7420707934203249,1.0020888794496279,0.09805105476642847,0.05721283815222081,1.4867016891470946,1.113666571374454,0.34673465201338205,0.470043915638085,0.8173319292530713,-1.7423509591789852,-0.13174883472805604,-0.4806536090802919,-1.5775532715878033,0.19208777557122236,0.028368951036445197,1.9530145016252907,-0.6842158417663876,1.6903632950831495,0.5678848425454984
0.39961323956976985,0.2835465893993404,0.3250279348229961,-0.5350441191449793,3.0028274872286587,-1.3535132062043453,0.19545634592665334,1.1033154592392762,-1.3097187664694279,-0.24645954948473467,-0.21385087483770582,-0.9199277574909301,-0.6423868307281186,0.947311062172456,0.7578492773530242,0.14726977314704953,-1.3942673134861423,-0.3307710924827378,-1.2959363875615124,0.5519764962026951,-0.5712307881039875,0.03691053404316296,-1.2465800265781175,0.390381313974782,0.7303204116052338,1.8950587848047535,-0.34433426799885264,-0.08349294965237064,0.3505428524140523,-1.028652438036638
-0.03988155175582716,1.160369807534735,0.9657479708985978,0.6228757420064726,-1.5846482058476543,-0.8347428025288031,-0.3352985483852261,-0.6299490407037202,-1.576437819054025,-1.3242589014869826,-1.290307443681752,-0.380035184460461,0.6395526388743811,0.050570360002817207,0.6857949044358175,-1.5375723941911539,-1.058364939807386,0.5926803727775422,-0.02356546440353859,1.0604067278599834,0.974803291707945,-1.7072836550502568,1.1473714958598604,-0.9710499435725252,-0.4168151418905027,-2.7463516695479604,-0.2622325427872979,0.9006701546834488,0.27465178560082304,-0.4611054859728674
-0.8153834263631297,-1.4697184607607763,3.6777915263883303,0.6314415630894991,-0.9505118396438151,-0.22114136580563795,-1.1109462082674804,-1.8341061630561835,-0.44536235274054814,0.7754513844833328,-0.6402543217399915,0.24133854692398413,0.5918845850027564,-0.8642323406428102,0.9059775882486965,0.30568781134675466,-0.39976889730621307,-0.32121397485672804,-0.897496841938044,0.6119578600226007,1.668175934363344,1.5223707698701148,2.122419108648791,-1.2758623259041375,1.3199496573032532,0.7169514120214456,-1.1629868015967153,1.3907547713394743,-1.2367595513763452,-1.9796660956795356
-0.23302011361691638,0.14124263938797774,-0.2036042171526605,-0.9429490274085045,-0.3066108928376872,-0.024829247689428804,-0.04149397584141706,-1.6850827235571886,-0.9427830746096596,-0.21472424578682145,-1.104870839795001,2.362760983395338,0.08257348731146381,1.3814577658380547,0.3496603534712667,0.3581525500070066,0.9375910523903372,-0.07877288205489619,0.4266777336432742,2.0544062441955635,1.0365428960190561,0.9430869447552351,0.06505534804218001,-0.2768483332201834,-0.789160892050769,1.6603849252166605,-0.14652391463332334,-1.2840084865452377,-0.9721145049211486,0.46122637981210385
1.3188123257065918,-1.5009447671379577,1.1189117378527906,0.9781750014426621,0.22690473628723315,-0.6229962313935299,-0.6172189271614557,-1.0541204424941464,0.760651200936594,-0.21350877326260567,1.0976511845168915,0.23910855059221411,1.0532332503770414,0.22219681215079637,-2.2688138845085746,-0.9197128439300484,-0.7116916770312206,0.12738611554258597,-0.19113428894932707,-1.0242140803897424,1.3298067582844746,-2.171887155401888,-0.39976706134185125,0.3056180229467046,0.4420201609140133,1.7806976398423864,-0.1747759585228884,-1.0561583689399807,-1.1723132377796759,0.542987413443262
-2.6077157645332005,0.053497098054216485,-0.8327078518091855,1.1874633927233271,-0.41101334992083954,0.49288623496647765,-0.9546692809946596,-0.27632280395391245,-1.2014900382487168,-0.6784856810340334,-0.046433790521236966,-1.8710397180512268,-0.016293029337075368,0.6530353430165793,-0.4018833594353418,0.23706371308840354,-1.3641130003856565,0.09816800068549673,0.7543266854502526,-0.3188997137706489,-0.5865901675877864,-0.3440695373453015,2.076946343268932,0.9978200898892091,0.5318081194803704,-0.09500694357700541,-0.8040061039804712,-0.7661403059772438,-0.4009662178887137,0.2156627377800624
1.2201808493092112,1.236039509901159,-0.33491050442800235,0.5581443860752819,0.7692821615819567,1.010738075015296,-0.6110567194613853,0.5132210996261795,-0.040660833276551275,0.3138941003223187,-0.8916741522737875,1.3566591290444068,-0.8539715137825205,0.31082620178543635,1.4750425689973325,0.7287406840888837,-0.565362428606777,1.153079743602787,0.6233725593548722,0.7043255904315872,1.901175609561276,-0.1769233728682851,-0.236836539466746,-0.0312308244643434,0.40601372299651267,0.5381872814512421,-1.202538866319158,-0.8970391369791879,0.18702138206522775,0.11096532769964142
1.0181942369367996,0.19801983260224335,-0.05343145119047753,1.0592253719647136,-0.4632544757712647,1.2371160935921892,0.646916155820607,-1.5027226828389837,-0.9831365140993755,-2.1193178077122217,0.5849678518170317,-0.09520185279434998,1.0409785707259211,-0.7702870211839662,0.2940421276988898,0.6327352171629247,0.5755705813392983,0.2525865208795059,-0.2808302432636221,-0.5411174060610638,0.08081039859756015,0.759703674142882,0.10724712349175673,-1.3061356804220199,2.892134419781262,1.0586855698252695,0.5417243669560348,1.6729126870451192,0.25817755373620066,-0.22756926647735584
-0.3556194678634952,-0.7840771568997947,-1.8655433083162363,-0.3955619660947299,-0.5590741756104782,-0.11976257386824098,0.41169455321871445,0.30018837974858475,-0.2633657162008928,1.2858191486539672,0.19606707962027556,0.9953312615240917,0.11965724645468671,0.6327367768193161,-1.147583458095274,0.56248177695798,1.3307750177068813,1.7055734360380115,-0.529850047396176,-1.0601058340912615,0.7781601485182035,-0.35048255637817044,0.09270472603785096,-1.2235573613632131,0.4856264102317901,1.1307964928697032,-1.0347309224449708,2.1176921930011336,0.19559773384942425,-0.2070169726057224
0.3080286147710832,1.5539126308219953,-0.1826498885845444,-0.9903463682448974,0.05313767419404246,1.726013887691918,1.1990621734885134,-1.288870797848619,0.4395794664202235,-0.7113385960545249,-2.769972064380983,-0.6823484794015581,0.8781900650596957,0.3986036094476205,2.2771300902673377,0.0940262531380489,-0.6216247876893877,-1.4002538406468013,-2.7647641583593754,-1.3887934634730852,1.1649951441332318,-0.4489693420377015,0.47090766318530114,-0.2668964182255728,-0.82169228152792,-0.6134299731295276,0.010391378255337947,-0.6837902628612094,1.447887973814718,1.1920937821788
1.5677932486051533,0.5963400811137118,-0.4093856314087204,-0.3193022827399203,-0.28501824861972075,1.6247484721461287,-0.9018734287502118,-0.726182044178376,-0.4826303433207513,1.6891576975271867,-0.08860722072995261,0.6673480777310362,1.6510170294186224,0.11375599196620445,1.0458612618130794,1.1699004014716703,0.7703577354508017,-1.139002283833708,-0.9137594483332317,-2.53432125053816,0.1527192474739625,-1.0168417124315283,0.11971932339600169,1.3089974670917357,-0.7013681281243851,0.0824084007044703,-0.7868609402625724,-0.08561162409592782,0.45494421750268205,1.251937840172599
0.28729929017317474,-1.6953545394966676,-0.36205564502007614,1.4944281088075293,-0.013399315701161391,-1.8116818824668095,0.893854876230769,-1.3079350167429977,1.7532536436949782,2.2355357774545275,1.1830129935234153,1.1572008644392897,0.4964719317494465,-0.2639779036835425,-0.5588001700700553,0.441817581478997,-0.8850502059401545,-2.020180792700788,-2.468597504257186,0.5664671330091519,1.2524890398599915,-1.5209122558700374,-0.7988100931189978,1.7962889684078969,-0.15552843696891805,-1.214193158557336,0.02519909841699467,-0.1347337766738611,2.039412155804259,0.6465080530465274
0.9626607935445888,-1.4921969638301154,-0.8813137135168784,-0.5549607512039422,0.41185924935574547,-0.26779999026811957,1.155602175744064,-1.3577956980329215,0.5311246112451824,-0.040371689967484206,0.7900190089153483,0.9974676702583198,1.1896686130824887,2.3693433935064143,-1.285335812954373,1.9009674513553732,-0.36316678474143,0.6060624913095537,0.6713112658601954,0.7352514631180338,-0.3957106793340998,-0.030397673787848488,0.23446533622236548,-0.8602104887606645,0.2747300636394024,-0.2341050022363711,-0.7658017328974341,0.7318318866709425,-0.014746727090674464,1.0914469230545067
