f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
0.0005578394291779622,0.002898340309029475,0.0004898168798748817,0.001881851442464682,-0.0012805848830572425,-0.0006630811203563771,-0.0024810432877924913,0.0018460979734111979,-0.0014534902927097943,-0.001117721774062792,0.0017814044592116842,-0.002598470016498103,0.002217633060535969,-0.000846859861387946,0.0023088693113268327,0.0028136970718522667,2.918110633901449e-05,0.00035782126509916156,0.0012109001868583073,-0.0010706221548957625,0.0007903105928496161,0.0017053255681552808,0.004386250375403564,0.0027294830749033674,-0.0012247133098384105,-0.0016398090026962622,-0.0024502098376479233,-0.0007515440025386252,-0.0012762132656432882,0.0019505818482109254
-0.002173799127857995,-0.0014525247766160618,0.0036754577133828645,0.00222315934619938,-0.005966067183153067,0.0017013098251449932,-0.0032316716451638423,-0.0014648790104412497,-0.005143056360633005,-0.0032051169021547234,-0.0006346549270755023,-0.0008985223855374173,0.0014192949042857767,-0.0005599711673922496,0.006703694778350721,-0.00011643052255892747,-0.0022333656717062732,0.000546839864836445,0.003029595104813984,-0.000724217029206255,3.257166465542032e-05,0.00046352973195036974,0.003609271990400269,-0.0033224927951915947,-0.00022420142851863368,0.00019893249812569122,-0.0004189081632122213,0.0012366559059741387,0.0012840511262185007,0.002318039308829791
-0.0032909081184387054,-0.00030318864805890393,0.0004923160982542861,-0.0016402140636836635,-0.0022157946607052185,-0.0023196066089756877,-0.004447125440714654,0.0014009241495815806,-0.0044859331835958235,-0.0008787312289653684,0.0003429595011888649,0.0015523076921874143,0.0029878996028308395,0.00048123466867232875,0.0018219285966503927,0.0021300811876953716,-0.00501325935318665,0.0010690562954448204,0.003167892722484537,-0.004337565944391608,-0.0024449085035646028,-0.0005357634068960381,0.003295504327089676,0.00010213653593695894,-0.0005168871894891258,0.003763520903564952,0.0010253757564479885,0.0005102431754103886,0.004563115127223521,0.0017056690221386398
0.00014972018454649923,0.004286758159689142,6.158264446878695e-05,6.424374094828668e-05,-0.0011382815689791272,-0.0027856049103160223,-0.003735513489431298,-0.0007095030722918629,-0.0011944506652842846,-0.0013532857562748525,0.0005343742327480041,-0.0016115158910861198,0.0016469496808799962,-0.0006889302664914268,-0.0030100159202013747,0.0005992430252202181,-0.002409575772972374,0.0009790582344245868,0.0042135941639314094,-0.002304592088237314,0.0029700841833353512,-0.0001744511720560707,-0.0012226867241965792,-0.002012149457825617,-0.002480897680585382,0.000611875949697403,4.7098375972644946e-05,-0.0028492645753946094,-0.0009368097230630515,-0.00014798959838087638
-0.0017451885518629737,0.0005920209107809797,-0.00020006862903173577,0.00043201996211195744,0.0014992478498069078,-0.002640121068108299,-0.0023914670844852473,0.00040275118618560347,0.0005116023054315814,-0.0030957028019585925,0.0006517189079399137,-0.0006348939622002027,0.005496860602644143,0.0007513661522939996,0.0031535885958261403,0.0009034850559569718,-0.00666135418044915,-0.0027064400747773025,0.003975147595389713,-0.0025997813323891767,0.0012783978461437966,-0.002758025982188111,-0.00037307208175346734,0.0015172093147938035,0.00061770917740551,0.0019720458805853563,-0.0019290990769048157,-3.607019023085784e-05,0.0012949541805028068,-0.0018649033088769824
-0.001353355935525432,0.0013487296955344333,-0.0005039924310337846,-0.003962716633058616,0.00014494762344878433,-0.001878548125561772,-0.00042594944747532265,0.001137258380185637,-0.0018788078162162163,-0.00293058637736998,-0.00034964698332529175,-0.0010153455851683423,0.0025604886707569744,-0.0017755853384655905,0.00261103595125713,0.0016347761541787038,-0.0049952946417730895,-0.0022493944086854362,0.0033747915352088844,-0.002505063668923104,0.00016678173577942072,0.0003899792513604582,0.0033289470425559822,-0.0016022203677131083,3.114901403820098e-05,-0.0008579971507867145,-0.0014626498907477801,0.0009718952140038218,0.0029419890100989264,-0.0017334568861260037
-0.003614809947818373,-0.0016081843968738993,-0.00106497525259586,-0.0015790738057505185,0.0034170780188465173,-0.0002159241437388297,-0.0013371247295866574,-0.0011722964883901814,-0.004366951370875737,-0.00014896301466457078,0.003259492542051493,0.0014500104979465278,0.004474416508841497,-0.00036387509190378503,0.0037714509384738637,0.005192319070080706,-0.003339847754075812,-0.0007521788661479043,0.004755540983593911,-0.002881946376418068,0.0019377990880636933,-0.0031914768184589924,0.0016738465792575303,0.0031556440104091783,0.002675116143116069,0.0018275855565028903,-0.0020803615491241257,0.0026215002437492184,0.00493590348628132,-0.00035156044784556624
0.0020049024148506124,-0.0015227580698665031,-0.001250317953420382,-0.00036082121239360617,0.0016812368160801978,-0.0018596971963504277,0.0034269435401467416,-0.0034778795983884127,-0.0005922803959859671,-0.0006572734554929243,9.857556158197341e-05,0.0035856276599326754,0.004752182033198942,0.00017390358108293098,0.0008191270060082246,0.003340792653722711,-0.0005768785752570668,-0.006088033447284122,0.0007301951347279017,-0.002807177335342874,0.0011706164099266577,-0.0004318834814549049,0.0031900169677035683,-0.0008943555476827279,0.0020785297747611168,0.0024540306577239056,-0.0010362313931986556,0.0009303181401744139,-0.0006200519028191768,0.0015622110473728903
-0.001338758478686995,-0.0008027718583551824,0.0017269928581434035,-0.0009699400445414683,0.004237159539352278,0.0015384027642001295,-0.0009758301380611853,0.0009062590554300703,0.0005404653064191258,0.0006135237074431193,-0.003341775776269863,0.0023962112055145816,0.003852020031433581,-0.004409451563664925,0.0026530419226995588,0.0024824155344556624,0.0008356850735621927,-0.003979805809502295,0.00483551650235771,-0.0013649527562932012,0.0025418059715494297,-0.0019015810009732888,0.0033311172022939756,-0.0019969281271440577,-0.0014810706307756066,0.00038279501202436025,0.00043129145833398127,0.002651458631685639,-0.0031718743098008116,0.0008269226358823779
0.0009931286618166941,-0.0015385337817523817,-0.0015792682715170194,-0.0009168313827872122,0.0019667038574190205,-0.0007906693161657348,0.0014188721267201848,0.0011273563607193326,-0.0003566137861173284,0.003491206241874661,-0.003028993804909185,-3.514165684227327e-05,0.003773213245635607,-0.0011650054443876898,0.0035791621029732713,-0.0004262962161593467,0.0008550466666063679,-0.001498506123660336,0.0012711535933262851,-0.004663023155326542,0.0010590427975889492,-0.002010176477711528,0.0037375655169262093,0.0008649633206369243,-0.0010950928782146128,0.001840118243745278,0.00024983317413921914,0.00265404962697238,0.00013455812527058918,-0.00053288426108521
-0.0015369038096643165,-0.0013982518871703499,-0.0010444024221689162,-0.0004121004909326835,-0.0026818094404924254,-0.0006235913753796927,4.8619505075013093e-05,-0.001902143300726584,-0.0005811207670265661,-0.001485901704311801,-0.002937904135912914,0.00033517984769213617,0.00435097639772924,-0.0037584879433630197,7.072983592589236e-05,-0.0005536609854422721,-0.00029771862078530384,-0.0018540187221955146,0.0005694273936416404,-0.0031270997602973294,-0.0002987592585868998,-0.0003181686549405315,0.0011913299509309127,-8.506753161411681e-05,0.002842396968315822,0.003660699152651701,0.0017169249896282885,0.0015535669752544338,0.001721806454892107,0.0014668149758433854
-0.0004281123690481148,-0.0004732211672011933,-0.002346886034627118,-0.0015657483502563194,-0.003414057476436778,-0.0009007751223926359,-0.0003823089059064272,0.0015145576115293414,-4.6882682965198334e-05,0.001083730646595542,-0.00019026064652518784,-0.0007378147385033925,0.0032805378685282455,-0.003780983538748965,0.004068697263707129,0.00036146360469025297,0.0009927714135121062,-0.0009257705560586904,0.001281260990951491,-0.0012107137892711365,0.0013498605742461598,-0.000367734651632151,0.0012737884359002177,-0.0026505445017309774,0.0022330800853410967,0.0039151919394947365,-0.0008084791090971301,6.91130892180779e-05,0.0016973119063376134,-0.0019095434794512214
0.0010020814001489831,0.0014949985483695357,0.0006582394171487613,0.002381643958545,-0.002663552056487548,-0.0025870593522609774,0.0006012480879062108,0.0034346221388614063,-0.0010112505245275722,-0.0004422983513830836,4.921878436624134e-05,0.0006549372736670582,0.00246271141402691,-0.0007687168026210338,0.0034828823575863976,0.000536306617110457,-0.0016570858762704121,-0.0016957523850160354,-0.0008165301953692755,0.0012434250764552148,0.002633587792245811,0.002239720076541032,0.0020599036501908912,-0.0016205347271406143,-0.0019259003321991613,0.0020068319683313974,-0.002905271979345372,0.0028549359849459627,0.002937393202860558,-0.000654472235473139
0.0003133495370416081,-0.0026366654818234555,0.002775736624795849,0.004025466712370074,-0.003865985772680969,-0.0054701991432177435,0.00024388898487389516,0.007077570853602928,-0.0029973837043339737,-0.0009022411614255305,-0.001597681158426339,0.0007939606891590164,-0.0009257110623709022,-0.0026536432257527184,0.004503712892449095,-0.0025268527316835445,-0.0014785229702983808,-0.0017827978033439567,-0.00044129322404470563,-0.0026601871202416513,-0.0021771625174258247,0.002553501097156072,-0.0001555217535042067,0.0014849844878736314,-0.002324394174598407,0.001391544951669436,-0.00045984744963380056,0.0025073187234025632,0.0016108115055992413,0.0014488115924507652
